69,1,1,6.1300,1.6300,5.4100,1.0800,2.5400,1.0000,8.5000,2.4200,4.5800,6.3400,9.1700,16.7100,16.7100
69,1,2,2.6200,0.5400,6.7100,2.8800,5.6300,1.1300,7.7500,1.8700,5.8300,5.4100,8.1700,13.2900,13.2900
69,1,3,4.1700,2.3700,6.2900,1.6700,4.0000,2.3700,7.9600,5.4100,5.0400,7.2500,11.9600,16.1700,16.1700
69,1,4,6.0000,6.8700,7.6700,4.6300,9.5000,9.6245,11.2500,6.8700,8.5800,11.1700,16.0800,17.2500,17.2500
69,1,5,10.5000,8.3800,7.7100,3.5000,5.4100,2.4200,7.6700,5.3700,4.1700,5.6300,12.1700,17.1200,17.1200
69,1,6,14.2500,11.1200,19.5000,7.1700,11.0800,5.0400,10.6300,6.9200,7.5000,8.9200,6.0800,12.5000,19.5000
69,1,7,22.3400,18.1600,18.2100,15.9700,15.0000,7.2500,13.4600,13.2100,10.9600,13.2100,17.3300,26.5400,26.5400
69,1,8,11.7900,13.4600,8.4600,5.2100,10.7100,5.5000,8.3800,6.1300,7.8700,10.0073,12.6200,19.9500,19.9500
69,1,9,22.2500,16.0000,20.9100,17.7164,18.2100,13.0400,14.9200,14.5400,13.6700,15.7500,18.8400,26.7500,26.7500
69,1,10,9.3300,3.2900,15.2100,6.0000,5.8800,5.2500,12.0400,3.9600,7.6700,9.2100,6.0400,7.6255,15.2100
69,1,11,13.2900,18.5000,9.3300,3.7100,12.6200,5.0900,4.4200,8.3800,5.9100,5.6600,11.0000,10.0400,18.5000
69,1,12,9.7100,7.1200,14.3300,5.7500,10.0800,6.0400,10.2900,11.0800,10.1700,9.8300,13.0000,27.7100,27.7100
69,1,13,4.5000,3.6930,4.6300,2.1300,3.5400,0.4200,3.0000,0.4600,2.5400,4.2500,3.6930,11.4600,11.4600
69,1,14,11.6300,20.3800,5.5800,3.9200,9.3800,3.6700,6.0000,5.2500,4.8800,4.8300,10.5800,7.6200,20.3800
69,1,15,18.9100,18.8800,12.3300,11.7255,13.3300,9.0800,4.1200,14.3300,6.0400,4.7500,19.4600,7.7500,19.4600
69,1,16,16.3300,13.2900,14.0400,11.5400,15.0900,9.9600,17.2900,12.4200,17.0800,15.5400,18.4600,24.2500,24.2500
69,1,17,25.0800,25.1700,17.7900,10.5000,16.9600,11.0400,14.0400,11.8300,16.6082,13.0800,14.3700,22.8300,25.1700
69,1,18,19.1700,22.5800,14.3300,14.4600,21.1200,11.0000,15.4927,12.7500,15.9600,9.7100,19.3800,9.9600,22.5800
69,1,19,9.5900,13.3700,8.7090,3.0800,8.7100,8.7090,8.4200,4.6700,6.3400,6.5400,10.5000,15.8700,15.8700
69,1,20,18.1200,16.2100,19.2100,8.4600,11.9600,9.8700,12.5400,11.9200,9.3800,11.1200,16.6200,18.6300,19.2100
69,1,21,10.2500,7.2118,11.7900,5.0400,3.5400,3.1700,5.0400,6.4200,2.6200,6.9200,12.5400,12.0000,12.5400
69,1,22,4.0000,6.6300,4.7900,1.7100,2.8300,0.3300,3.4200,1.3300,3.4845,2.3700,3.4600,7.4600,7.4600
69,1,23,11.6700,17.0800,10.8300,6.7100,13.2500,7.3800,3.4200,10.6700,8.1200,8.2500,17.4100,15.7100,17.4100
69,1,24,17.4100,17.1600,12.9600,9.1700,11.4600,8.4200,8.9200,12.6200,8.6300,13.7900,22.0400,18.2500,22.0400
69,1,25,19.0800,20.2500,14.8300,9.7500,15.0400,11.2500,14.0900,15.6700,12.2900,17.7100,21.3400,19.6200,21.3400
69,1,26,20.5400,17.4100,16.7100,13.2100,16.1700,9.3800,12.3300,11.5800,11.7500,14.8800,14.9200,19.1200,20.5400
69,1,27,18.2900,13.5900,15.3400,11.1200,11.8700,7.5800,12.4600,12.5082,9.1700,14.0400,10.1300,14.0000,18.2900
69,1,28,5.2100,3.9600,3.8300,4.2670,4.3300,0.3300,5.1300,2.0000,3.9200,4.2670,4.8300,9.1300,9.1300
69,1,29,9.7500,6.5400,6.0000,6.1700,8.8700,3.2500,9.9200,6.6300,8.9200,8.8300,12.5800,13.6200,13.6200
69,1,30,15.1600,17.2900,12.7900,10.5800,18.1600,18.5450,19.5500,17.2900,16.7900,18.5450,26.3000,31.5400,31.5400
69,1,31,10.5000,11.6700,9.2500,7.3300,11.0000,4.1700,12.2900,6.5000,11.3800,9.0000,15.7100,23.6300,23.6300
69,2,1,18.5800,19.7900,12.7500,10.5400,18.0500,7.6200,15.2900,10.2100,13.1700,12.0000,21.8400,24.4100,24.4100
69,2,2,17.0800,10.5800,14.9600,8.4600,8.7900,4.6700,11.5000,7.0000,9.7100,8.8300,18.9100,25.6600,25.6600
69,2,3,10.9200,9.8300,11.2100,3.2500,7.5400,1.3800,8.9200,5.4600,3.8300,4.4200,14.7900,13.2100,14.7900
69,2,4,5.1700,2.5400,6.6300,2.5000,5.1700,1.1300,6.7500,4.8300,5.0400,5.8073,11.0400,13.0800,13.0800
69,2,5,7.5000,10.5800,5.2500,4.5800,11.4200,6.2500,10.7900,11.7100,8.4600,13.6200,22.2900,23.6300,23.6300
69,2,6,21.5000,18.3800,15.5000,13.4200,15.8573,9.1300,17.5000,12.6700,16.2500,9.8300,22.7500,17.5000,22.7500
69,2,7,20.7100,19.0000,19.9200,13.8300,14.0400,8.5000,16.0800,12.2500,12.3800,12.4600,24.6200,27.0000,27.0000
69,2,8,11.4600,10.0691,11.5800,8.3800,6.7500,4.5000,11.7100,5.0000,9.5900,6.4200,14.1200,21.2500,21.2500
69,2,9,11.6300,1.9600,12.1200,6.4200,5.7900,2.5000,9.6700,3.4200,6.7100,7.6700,9.3300,20.1200,20.1200
69,2,10,12.7500,6.1700,6.7900,2.6700,11.5800,1.5400,8.6700,5.9100,5.4100,4.4200,12.5400,12.8300,12.8300
69,2,11,24.7500,15.3400,14.7100,16.2500,21.5900,11.4600,17.5800,18.6300,18.2100,19.3300,24.2500,25.1700,25.1700
69,2,12,18.5400,14.0000,17.3300,8.1700,13.0400,4.5800,12.1700,8.9600,8.8300,8.2900,14.7100,17.8300,18.5400
69,2,13,13.0800,8.9230,15.8300,6.5000,8.2900,2.2500,8.0800,5.4600,7.2900,8.9230,7.0400,15.4100,15.8300
69,2,14,15.7100,10.5800,12.9200,6.4600,10.5400,4.7500,7.0800,5.6600,8.0400,10.2500,18.7500,20.3000,20.3000
69,2,15,12.7100,8.0400,14.1700,7.1609,6.4200,0.8700,6.3400,4.5000,3.6300,2.9200,6.2500,12.9200,14.1700
69,2,16,13.5900,8.3800,12.8700,3.4600,9.5400,1.2100,4.5800,2.7900,2.7500,4.0800,5.8800,10.3700,13.5900
69,2,17,8.0400,4.2500,6.8300,1.3300,3.1700,0.0400,4.0800,0.2500,0.9600,1.9600,6.6700,12.9600,12.9600
69,2,18,20.0800,14.9200,19.4100,7.3300,12.5800,6.2100,10.8800,8.7500,8.4200,8.1700,10.2100,15.7500,20.0800
69,2,19,27.7900,23.5800,29.8300,17.0000,24.2500,17.9200,27.7100,21.9200,22.0400,17.7100,23.6700,38.2000,38.2000
69,2,20,14.3700,14.0400,32.7100,13.6200,18.5800,13.2100,21.6700,17.7500,16.1300,17.8800,22.7900,33.6300,33.6300
69,2,21,14.2100,15.1200,22.9200,8.6300,18.3800,10.1300,14.2900,15.8300,14.0400,15.4100,20.2100,26.2500,26.2500
